freq,age,indic_he,unit,sex,icd10,geo,time,value
A,TOTAL,INPAT,P_HTHAB,T,ARTHROPAT_OTH,RO,2021,91.5
A,TOTAL,INPAT,P_HTHAB,T,ARTHROPAT_OTH,RS,2021,153.3
A,TOTAL,INPAT,P_HTHAB,T,ARTHROPAT_OTH,SE,2021,82.7
A,TOTAL,INPAT,P_HTHAB,T,ARTHROPAT_OTH,SI,2021,139.2
A,TOTAL,INPAT,P_HTHAB,T,ARTHROPAT_OTH,SK,2021,62.0
A,TOTAL,INPAT,P_HTHAB,T,A_B,AT,2021,448.8
A,TOTAL,INPAT,P_HTHAB,T,A_B,BE,2021,410.8
A,TOTAL,INPAT,P_HTHAB,T,A_B,BG,2021,257.1
A,TOTAL,INPAT,P_HTHAB,T,A_B,CH,2021,407.8
A,TOTAL,INPAT,P_HTHAB,T,A_B,CY,2021,284.0
A,TOTAL,INPAT,P_HTHAB,T,A_B,CZ,2021,380.5
A,TOTAL,INPAT,P_HTHAB,T,A_B,DE,2021,540.4
A,TOTAL,INPAT,P_HTHAB,T,A_B,EE,2021,416.6
A,TOTAL,INPAT,P_HTHAB,T,A_B,ES,2021,205.2
A,TOTAL,INPAT,P_HTHAB,T,A_B,FI,2021,620.4
A,TOTAL,INPAT,P_HTHAB,T,A_B,FR,2021,249.4
A,TOTAL,INPAT,P_HTHAB,T,A_B,HR,2021,309.9
A,TOTAL,INPAT,P_HTHAB,T,A_B,HU,2021,334.9
A,TOTAL,INPAT,P_HTHAB,T,A_B,IE,2021,301.0
A,TOTAL,INPAT,P_HTHAB,T,A_B,IT,2021,189.2
A,TOTAL,INPAT,P_HTHAB,T,A_B,LI,2021,308.8
A,TOTAL,INPAT,P_HTHAB,T,A_B,LT,2021,518.0
A,TOTAL,INPAT,P_HTHAB,T,A_B,LV,2021,344.5
A,TOTAL,INPAT,P_HTHAB,T,A_B,ME,2021,651.5
A,TOTAL,INPAT,P_HTHAB,T,A_B,NL,2021,147.1
A,TOTAL,INPAT,P_HTHAB,T,A_B,NO,2021,294.6
A,TOTAL,INPAT,P_HTHAB,T,A_B,PL,2021,298.7
A,TOTAL,INPAT,P_HTHAB,T,A_B,PT,2021,180.3
A,TOTAL,INPAT,P_HTHAB,T,A_B,RO,2021,537.3
A,TOTAL,INPAT,P_HTHAB,T,A_B,RS,2021,271.6
A,TOTAL,INPAT,P_HTHAB,T,A_B,SE,2021,362.9
A,TOTAL,INPAT,P_HTHAB,T,A_B,SI,2021,525.4
A,TOTAL,INPAT,P_HTHAB,T,A_B,SK,2021,391.6
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,AT,2021,224.8
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,BE,2021,160.9
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,BG,2021,136.5
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,CH,2021,142.7
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,CY,2021,69.0
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,CZ,2021,161.9
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,DE,2021,275.0
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,ES,2021,45.4
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,FI,2021,365.9
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,FR,2021,91.3
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,HR,2021,67.7
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,HU,2021,141.7
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,IE,2021,78.4
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,IT,2021,84.6
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,LI,2021,63.8
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,LT,2021,204.1
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,LV,2021,141.4
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,ME,2021,464.9
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,NL,2021,71.9
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,NO,2021,178.4
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,PL,2021,92.7
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,PT,2021,38.4
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,RO,2021,285.0
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,RS,2021,138.7
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,SE,2021,209.2
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,SI,2021,269.4
A,TOTAL,INPAT,P_HTHAB,T,A_B_OTH,SK,2021,104.8
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,AT,2021,3.5
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,BE,2021,2.2
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,BG,2021,2.1
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,CH,2021,0.8
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,CY,2021,0.4
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,CZ,2021,0.4
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,DE,2021,1.0
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,EE,2021,8.1
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,ES,2021,3.2
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,FI,2021,0.5
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,FR,2021,1.6
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,HR,2021,0.9
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,HU,2021,0.9
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,IE,2021,0.8
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,IT,2021,2.7
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,LI,2021,0.0
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,LT,2021,0.9
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,LV,2021,12.7
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,ME,2021,2.3
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,NL,2021,1.1
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,NO,2021,1.3
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,PL,2021,4.3
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,PT,2021,7.0
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,RO,2021,13.9
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,RS,2021,1.2
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,SE,2021,0.8
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,SI,2021,0.5
A,TOTAL,INPAT,P_HTHAB,T,B20-B24,SK,2021,0.3
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,AT,2021,2584.3
A,TOTAL,INPAT,P_HTHAB,T,C00-D48,BE,2021,1014.1
